employee_id,age,experience_years,education_level,department,skill_level,technical_skill_score,communication_score,leadership_score,problem_solving_score,task_id,task_complexity,required_skill_level,deadline_days,workload_hours,task_priority,team_size,previous_task_success_rate,attendance_rate,performance_rating,idle_time_hours,conflict_rate,allocation_status
2772,51,25,PhD,Marketing,Medium,62,84,58,48,6082,Medium,Low,4,9,Critical,9,98,74,Excellent,5,2,Reassignment Required
2773,54,0,Bachelor,HR,Medium,65,77,56,80,5322,Medium,Expert,5,4,Low,6,63,94,Poor,3,2,Suboptimal
2774,57,4,Master,R&D,Medium,99,95,73,77,8301,Low,Low,28,9,Medium,8,76,99,Average,1,2,Suboptimal
2775,39,15,PhD,R&D,Low,70,61,34,68,4228,Medium,Low,9,7,High,5,99,71,Average,0,2,Reassignment Required
2776,58,14,Master,R&D,High,68,53,81,49,7568,Medium,High,3,10,High,2,94,73,Poor,2,3,Suboptimal
2777,40,1,Diploma,R&D,Low,44,54,82,61,2475,High,High,16,7,Low,4,90,93,Poor,3,2,Optimal
2778,49,8,Diploma,IT,High,93,94,81,63,3407,High,Expert,16,5,Critical,4,75,81,Average,0,2,Reassignment Required
2779,41,6,Diploma,HR,Medium,77,85,67,47,8543,Low,Expert,19,3,Low,2,93,74,Excellent,0,0,Suboptimal
2780,54,3,Diploma,IT,Medium,64,43,73,86,1935,High,Expert,25,4,High,9,91,93,Poor,4,0,Suboptimal
2781,33,19,Bachelor,Marketing,Expert,99,57,82,45,6415,Medium,Low,9,8,Critical,5,92,84,Average,3,2,Optimal
2782,36,17,Diploma,IT,High,73,40,31,46,3245,Low,Low,29,11,Low,6,67,79,Good,4,4,Suboptimal
2783,23,20,PhD,R&D,High,51,51,83,59,6689,High,High,20,6,Low,4,89,95,Poor,2,1,Suboptimal
2784,50,3,Diploma,Marketing,Low,61,93,64,56,5337,Low,Expert,1,8,Medium,5,62,86,Excellent,3,0,Reassignment Required
2785,31,27,Master,IT,High,48,80,75,75,7572,Low,High,17,8,High,2,76,83,Poor,4,2,Optimal
2786,23,12,PhD,IT,Medium,99,81,84,47,4950,High,Expert,12,7,Medium,6,83,76,Excellent,2,0,Suboptimal
2787,32,0,Master,HR,Expert,59,92,40,99,3658,Medium,Expert,9,3,Medium,6,75,91,Average,1,2,Reassignment Required
2788,34,27,Master,IT,Low,68,99,58,52,7149,Medium,High,22,6,Critical,5,79,71,Poor,0,4,Suboptimal
2789,31,23,Bachelor,Marketing,Expert,83,89,98,63,8485,High,High,5,11,Critical,3,69,92,Poor,2,4,Reassignment Required
2790,35,2,Bachelor,R&D,High,68,56,92,85,4283,High,High,29,7,High,3,83,72,Excellent,3,0,Optimal
2791,39,15,Master,HR,High,84,58,76,89,2296,High,Expert,28,9,Critical,7,66,73,Excellent,0,1,Optimal
2792,30,29,Master,IT,Low,66,75,36,70,2647,High,Low,15,2,High,7,79,99,Good,0,1,Optimal
2793,49,21,Diploma,HR,High,93,87,93,62,9551,Low,High,26,11,Critical,3,72,85,Excellent,2,1,Suboptimal
2794,24,3,PhD,Operations,Expert,94,46,93,56,4452,Medium,High,13,8,Medium,8,88,85,Average,1,1,Suboptimal
2795,41,24,Diploma,HR,Medium,56,48,41,89,9092,Medium,Low,19,6,High,2,69,96,Poor,2,3,Reassignment Required
2796,27,22,Bachelor,R&D,Low,44,47,41,85,6629,High,Low,3,8,Medium,3,68,91,Excellent,5,2,Optimal
2797,48,24,Bachelor,Operations,High,91,64,65,63,4244,Medium,Medium,2,4,Critical,5,66,72,Good,4,4,Optimal
2798,23,15,Diploma,Operations,Expert,84,46,58,82,8187,Medium,High,13,5,Medium,6,92,86,Good,4,1,Reassignment Required
2799,50,25,PhD,HR,Medium,52,81,40,49,5025,Medium,Medium,7,3,Critical,5,83,95,Excellent,5,3,Reassignment Required
2800,59,18,Master,Marketing,High,81,47,82,70,9694,High,Medium,9,7,Low,9,75,86,Good,4,2,Suboptimal
2801,24,0,Diploma,R&D,Low,54,63,99,84,7370,High,Low,22,6,Medium,5,91,91,Poor,5,3,Optimal
2802,37,4,Bachelor,Marketing,High,54,56,76,59,5204,Medium,Expert,10,2,High,4,63,89,Average,3,0,Suboptimal
2803,51,18,PhD,R&D,High,57,51,62,55,4812,High,Expert,1,2,Medium,9,73,76,Good,2,0,Reassignment Required
2804,23,21,Bachelor,R&D,High,89,85,96,53,8254,Medium,Low,22,9,Medium,2,88,94,Excellent,0,1,Optimal
2805,38,23,PhD,Marketing,Medium,41,70,72,42,1785,High,Medium,16,9,High,6,81,99,Excellent,3,0,Reassignment Required
2806,33,10,PhD,Finance,Medium,62,51,47,69,1227,Medium,Medium,11,7,High,4,82,77,Poor,4,2,Reassignment Required
2807,56,12,PhD,Operations,High,82,96,82,57,5947,High,Medium,24,10,Low,8,85,88,Average,3,1,Optimal
2808,22,19,Diploma,HR,High,52,41,68,98,8477,Medium,Medium,8,2,Critical,2,85,76,Excellent,0,3,Suboptimal
2809,36,4,Diploma,Marketing,Low,82,51,63,45,1827,High,High,26,11,Critical,6,81,70,Average,3,4,Reassignment Required
2810,47,20,Diploma,Marketing,High,43,66,66,59,1378,High,Medium,13,9,High,9,62,85,Good,1,4,Reassignment Required
2811,58,3,PhD,HR,Expert,86,85,70,74,7256,Medium,Low,16,3,Medium,9,76,87,Poor,4,4,Reassignment Required
2812,42,3,PhD,Operations,Expert,93,46,78,58,7082,Low,Medium,3,9,Critical,4,73,94,Good,2,2,Suboptimal
2813,52,3,Bachelor,HR,Low,94,97,39,65,9482,Medium,Medium,13,4,High,7,89,95,Average,5,1,Suboptimal
2814,46,3,Master,R&D,Medium,64,97,69,74,4548,Medium,Low,17,7,High,9,72,77,Excellent,4,0,Suboptimal
2815,44,19,Diploma,Finance,High,50,52,47,51,8688,Low,Medium,21,8,Low,9,85,76,Excellent,4,1,Optimal
2816,45,20,PhD,R&D,Low,89,92,54,47,1059,High,Expert,6,4,Medium,3,99,96,Poor,2,3,Suboptimal
2817,59,17,Bachelor,Finance,Medium,87,75,70,96,6431,Low,Low,10,3,Low,5,91,79,Good,2,4,Reassignment Required
2818,49,17,Bachelor,HR,Low,81,40,65,96,3670,Medium,High,9,2,Low,7,93,71,Average,0,1,Reassignment Required
2819,42,15,Bachelor,R&D,Medium,51,88,31,76,4339,Low,High,18,6,Medium,3,82,84,Excellent,0,1,Optimal
2820,39,8,Diploma,Operations,High,52,74,78,88,3789,High,Low,17,2,High,6,93,83,Excellent,1,0,Suboptimal
2821,57,17,Diploma,R&D,Low,48,69,96,49,4654,Medium,High,7,2,Medium,7,71,71,Poor,3,3,Optimal
2822,56,21,Master,Marketing,High,98,70,82,60,6548,Medium,High,2,6,Low,7,82,76,Poor,3,4,Reassignment Required
2823,30,1,Bachelor,Finance,Low,92,56,48,88,6102,High,High,11,4,Low,4,87,92,Good,3,0,Suboptimal
2824,59,20,Diploma,Finance,Medium,84,47,55,80,8518,High,Low,18,11,Medium,4,78,91,Excellent,5,4,Optimal
2825,51,3,Bachelor,Operations,Low,77,42,83,84,3662,Medium,Medium,3,4,Low,4,93,95,Good,4,0,Suboptimal
2826,55,11,PhD,Finance,Expert,45,98,80,81,1201,High,High,14,8,High,5,67,81,Average,4,0,Suboptimal
2827,53,6,Bachelor,Finance,Expert,82,49,54,68,8087,Low,Expert,20,4,High,4,93,74,Good,2,4,Reassignment Required
2828,24,14,Master,Operations,Low,90,73,46,70,9662,Low,Medium,13,3,Medium,2,75,75,Poor,5,3,Reassignment Required
2829,24,6,Diploma,R&D,Expert,98,61,90,79,8943,Low,Medium,23,4,Medium,2,66,85,Good,1,2,Reassignment Required
2830,49,28,PhD,HR,High,82,43,75,46,4026,Low,High,17,5,High,2,86,81,Poor,1,2,Optimal
2831,36,21,Diploma,R&D,Expert,49,71,84,73,4356,High,High,29,10,Critical,9,79,78,Excellent,3,1,Optimal
2832,44,25,PhD,Marketing,Expert,62,68,79,73,4973,Low,Medium,22,3,Critical,7,94,89,Average,2,1,Optimal
2833,32,20,Bachelor,Marketing,High,54,85,40,69,5471,Low,High,11,7,Critical,3,76,81,Excellent,3,3,Suboptimal
2834,53,16,Bachelor,Finance,High,84,50,41,43,5237,Medium,Low,7,6,Medium,6,87,79,Good,4,2,Suboptimal
2835,57,15,Master,Marketing,Medium,62,85,69,80,4123,High,Low,3,7,High,3,67,86,Excellent,2,1,Reassignment Required
2836,54,27,Master,HR,High,79,52,77,69,3307,High,High,3,6,High,7,63,94,Poor,5,2,Suboptimal
2837,45,18,PhD,Finance,Low,76,98,85,64,7003,High,Medium,2,7,High,3,92,93,Excellent,3,2,Suboptimal
2838,55,8,Master,Marketing,Expert,73,43,37,53,4790,Medium,High,21,5,High,5,81,80,Average,1,2,Reassignment Required
2839,49,13,Master,IT,Medium,55,41,43,63,6935,Medium,Expert,16,9,Medium,7,90,87,Poor,0,1,Optimal
2840,58,16,Master,IT,High,84,73,85,82,7521,High,Low,23,10,High,3,60,73,Average,5,1,Reassignment Required
2841,28,4,Master,IT,Expert,90,82,83,70,4110,Low,Medium,11,11,High,5,73,72,Good,4,3,Suboptimal
2842,25,1,Bachelor,IT,Low,80,61,46,92,9539,Medium,Expert,28,8,Low,8,66,88,Average,3,0,Reassignment Required
2843,58,19,Master,R&D,Low,86,44,74,78,2601,Medium,High,14,2,Low,2,67,75,Poor,2,1,Suboptimal
2844,22,15,Bachelor,IT,Medium,71,48,34,67,4777,Medium,Low,3,6,Low,9,67,92,Poor,2,4,Reassignment Required
2845,22,13,Bachelor,Finance,Low,77,59,32,64,5923,High,Expert,7,8,Low,9,83,77,Average,3,0,Suboptimal
2846,41,13,Diploma,Operations,Expert,79,60,38,58,6919,Low,Medium,8,6,Medium,2,60,76,Excellent,5,2,Suboptimal
2847,40,26,Bachelor,R&D,High,95,56,49,43,4778,Medium,Low,13,6,Critical,3,94,84,Good,1,3,Reassignment Required
2848,50,0,Bachelor,Operations,Low,85,51,50,73,9513,Medium,High,19,6,Low,3,67,81,Poor,3,4,Suboptimal
2849,31,2,Master,Finance,High,44,67,62,71,6863,High,High,11,6,Low,9,64,84,Good,4,4,Suboptimal
2850,39,25,Bachelor,Finance,Expert,56,57,34,64,1179,Low,Low,1,6,Low,8,91,78,Excellent,2,0,Suboptimal
2851,49,6,PhD,HR,Expert,61,42,53,94,4965,Medium,Expert,19,2,Medium,2,60,71,Average,4,3,Reassignment Required
2852,56,25,Master,R&D,High,78,44,92,61,9220,High,Low,13,7,Critical,8,61,95,Average,5,0,Optimal
2853,52,14,Master,Operations,Expert,80,99,55,92,9929,High,Low,22,7,High,9,74,89,Poor,5,1,Optimal
2854,48,18,Master,IT,Medium,87,92,62,67,4719,Medium,Low,17,9,Low,4,68,84,Poor,0,2,Reassignment Required
2855,32,19,Diploma,Finance,Low,57,91,47,94,7330,High,Expert,9,6,Critical,9,71,87,Good,1,3,Reassignment Required
2856,59,1,Master,IT,Medium,67,53,47,90,1054,High,Low,19,3,High,2,69,82,Excellent,3,1,Optimal
2857,26,18,Bachelor,Operations,Medium,52,87,67,92,7657,Medium,Medium,19,8,Low,8,83,85,Average,3,2,Reassignment Required
2858,29,8,PhD,R&D,Medium,89,65,62,57,8998,High,High,28,2,Medium,4,78,84,Good,1,2,Suboptimal
2859,55,18,Master,Marketing,High,81,58,56,92,3064,Low,Expert,23,6,Medium,2,76,80,Good,2,1,Reassignment Required
2860,33,26,Master,Marketing,High,40,80,78,46,5183,Low,Medium,23,6,Medium,6,61,72,Good,3,3,Optimal
2861,59,4,PhD,Finance,Expert,92,56,79,50,4294,Medium,Low,29,4,High,9,69,98,Excellent,1,4,Suboptimal
2862,22,17,Master,HR,High,89,93,44,81,4855,Low,Medium,6,3,Medium,9,64,79,Average,3,0,Optimal
2863,52,15,Diploma,IT,Expert,58,78,81,50,3751,Low,Expert,7,5,Critical,9,98,86,Average,2,3,Optimal
2864,25,3,Bachelor,Finance,High,73,81,97,94,1724,Medium,High,5,8,High,5,65,99,Excellent,1,4,Suboptimal
2865,26,11,PhD,HR,Expert,98,43,48,48,9049,High,Expert,8,11,Medium,5,61,77,Excellent,2,4,Optimal
2866,51,28,PhD,IT,Low,43,81,54,74,3499,Low,Low,26,4,Critical,6,67,74,Good,3,4,Optimal
2867,45,6,Diploma,Operations,Expert,82,74,54,95,2329,High,Low,14,7,Critical,4,63,90,Good,1,0,Optimal
2868,24,13,Bachelor,Marketing,Low,42,63,62,76,6117,Medium,High,18,8,Low,3,90,77,Good,0,0,Optimal
2869,32,22,Diploma,HR,Expert,80,80,89,62,3627,Low,Expert,21,3,Low,3,95,84,Excellent,3,0,Reassignment Required
2870,25,11,Bachelor,IT,High,49,52,66,72,3450,Medium,Expert,27,4,Critical,5,67,80,Average,1,4,Optimal
2871,47,2,Diploma,Finance,High,67,72,72,40,8057,High,Expert,25,10,Low,3,90,78,Average,0,1,Reassignment Required
2872,48,4,Master,IT,Low,73,54,38,59,8865,Medium,Medium,20,2,Low,4,76,94,Average,1,0,Optimal
2873,48,16,Diploma,Finance,Medium,78,54,43,44,5294,Low,High,24,9,High,8,99,95,Good,4,4,Optimal
2874,27,25,PhD,Marketing,Medium,86,70,32,68,2730,Medium,Expert,3,2,Medium,9,73,94,Average,4,3,Reassignment Required
2875,36,9,PhD,Marketing,Expert,98,82,98,65,9149,Medium,High,22,4,High,3,67,71,Good,1,4,Suboptimal
2876,51,9,PhD,IT,High,58,67,85,90,2123,Medium,Medium,8,7,High,2,84,76,Excellent,1,0,Suboptimal
2877,58,10,Diploma,IT,Medium,81,49,55,77,8193,High,Expert,14,9,Low,6,73,85,Poor,4,0,Suboptimal
2878,58,16,PhD,Finance,High,95,96,82,42,5621,High,Medium,25,8,Medium,5,82,76,Excellent,3,0,Optimal
2879,58,4,PhD,Finance,High,91,46,70,60,2488,High,Low,14,4,High,8,76,73,Good,4,1,Suboptimal
2880,56,12,Master,HR,High,85,72,50,98,1264,High,Low,29,7,High,3,71,74,Average,4,2,Optimal
2881,44,9,Master,HR,Expert,75,46,68,52,3029,Low,Low,7,2,High,8,79,83,Poor,5,1,Optimal
2882,27,8,Bachelor,HR,Low,96,44,52,70,7874,High,High,6,9,High,9,93,91,Poor,4,3,Suboptimal
2883,25,16,Bachelor,IT,Expert,82,65,87,56,4766,High,Expert,27,10,Medium,4,70,76,Poor,2,0,Reassignment Required
2884,39,0,Bachelor,R&D,Medium,42,94,98,74,9587,Low,Expert,6,10,Low,3,86,82,Excellent,3,2,Reassignment Required
2885,30,3,Diploma,R&D,Low,62,55,58,62,8056,High,Medium,12,5,Critical,8,68,87,Poor,2,3,Reassignment Required
2886,50,3,Bachelor,R&D,Medium,56,99,91,42,9299,Medium,Medium,22,5,Low,9,77,79,Good,3,4,Reassignment Required
2887,34,17,Diploma,R&D,Low,46,96,82,92,4563,High,Low,15,8,Critical,6,97,71,Good,2,2,Suboptimal
2888,38,8,Diploma,HR,Low,65,47,74,94,9071,Low,High,26,8,High,2,95,82,Excellent,5,1,Suboptimal
2889,53,29,Bachelor,IT,Expert,82,61,56,84,8849,Medium,High,25,7,Critical,7,87,71,Average,2,0,Suboptimal
2890,43,24,Bachelor,R&D,High,57,73,63,41,7035,Low,Medium,19,8,Medium,5,79,98,Average,1,2,Suboptimal
2891,25,28,Diploma,Marketing,High,99,79,43,42,8959,Medium,Medium,4,2,Medium,5,88,99,Excellent,4,3,Reassignment Required
2892,26,28,Master,Operations,Low,85,67,70,59,4196,Medium,Expert,3,10,High,4,63,84,Average,5,1,Optimal
2893,58,17,PhD,Marketing,Expert,85,85,89,87,2185,Medium,Expert,13,7,Medium,2,74,74,Average,5,3,Suboptimal
2894,34,13,PhD,IT,Medium,45,75,71,92,5131,Low,Medium,25,9,High,3,87,91,Poor,1,3,Suboptimal
2895,55,24,PhD,IT,Medium,70,95,80,83,4075,Medium,Expert,16,6,Critical,3,99,80,Excellent,1,0,Reassignment Required
2896,43,14,Master,Operations,High,68,86,40,96,1412,Medium,Medium,13,8,Low,7,83,75,Excellent,1,2,Reassignment Required
2897,44,5,Diploma,Finance,High,48,46,64,48,9674,Medium,High,21,4,Low,8,96,88,Average,0,3,Suboptimal
2898,24,23,Bachelor,Finance,Medium,93,91,48,87,4847,Medium,Low,10,11,Critical,9,75,97,Average,5,1,Optimal
2899,55,9,Diploma,Finance,Medium,74,79,94,43,9794,Medium,Medium,13,2,Low,7,81,84,Excellent,3,3,Suboptimal
2900,53,28,Diploma,HR,Expert,56,98,90,64,8974,High,Medium,8,8,High,8,76,73,Good,1,3,Reassignment Required
2901,42,14,Bachelor,Finance,Medium,99,82,76,91,2081,Low,Expert,12,6,Critical,7,60,76,Excellent,1,1,Reassignment Required
2902,42,28,Master,HR,Expert,51,67,43,89,5355,Medium,Medium,8,2,High,4,90,92,Poor,0,4,Reassignment Required
2903,32,3,PhD,HR,High,75,98,96,97,8662,Medium,High,9,10,Low,2,84,91,Average,0,3,Reassignment Required
2904,25,17,PhD,Finance,Medium,91,41,81,40,9216,Medium,Low,10,10,High,4,71,86,Poor,4,1,Reassignment Required
2905,22,17,Diploma,Finance,High,87,48,61,78,9389,Medium,Expert,7,7,Medium,9,79,79,Excellent,1,0,Reassignment Required
2906,49,24,Master,Operations,Low,63,45,39,91,3626,Medium,High,3,10,Low,6,78,91,Average,3,2,Suboptimal
2907,45,16,PhD,R&D,Low,49,94,46,51,9614,High,Low,5,8,Medium,6,64,99,Excellent,1,1,Optimal
2908,56,11,Master,Operations,Low,97,97,69,79,2141,High,Expert,3,9,Medium,3,74,98,Excellent,4,1,Optimal
2909,34,6,Bachelor,HR,Medium,69,40,97,79,7935,Medium,High,18,3,Critical,6,84,86,Poor,5,2,Reassignment Required
2910,55,15,Diploma,Operations,High,68,42,92,99,2120,Medium,Medium,19,3,Critical,4,94,80,Poor,1,1,Suboptimal
2911,32,10,Diploma,HR,Medium,78,49,44,63,5527,Medium,Expert,28,5,High,5,62,90,Good,0,4,Suboptimal
2912,57,13,Master,IT,High,49,76,68,93,8106,Low,Medium,10,2,High,6,77,91,Average,0,0,Reassignment Required
2913,38,2,PhD,HR,Expert,78,83,86,48,7693,Low,Expert,9,9,Low,9,81,85,Excellent,4,4,Reassignment Required
2914,56,18,Master,HR,Medium,94,62,39,85,5903,High,Low,25,6,High,8,75,76,Average,4,3,Reassignment Required
2915,39,17,Bachelor,Operations,Low,67,72,46,59,1055,High,Expert,24,8,High,4,74,77,Poor,0,0,Suboptimal
2916,43,29,PhD,R&D,Expert,57,48,46,44,7758,Low,Expert,7,3,Critical,5,64,85,Average,0,3,Suboptimal
2917,45,9,PhD,IT,High,80,92,45,59,3263,Medium,High,1,6,Critical,8,72,85,Good,1,2,Optimal
2918,40,5,Master,Marketing,Medium,93,52,32,60,9212,High,Expert,25,10,Medium,5,87,94,Excellent,4,1,Optimal
2919,58,12,Bachelor,Marketing,High,89,67,80,41,7353,Medium,Low,10,10,High,7,69,91,Excellent,5,1,Optimal
2920,42,9,PhD,R&D,High,56,90,75,60,9482,Medium,High,2,3,Critical,8,75,96,Excellent,1,0,Optimal
2921,29,17,Diploma,Marketing,Medium,50,46,84,81,2994,High,Medium,6,3,Low,7,61,92,Poor,0,1,Optimal
2922,49,25,Bachelor,IT,Medium,40,65,55,63,1834,Low,Expert,26,6,High,6,95,73,Excellent,3,1,Reassignment Required
2923,26,19,PhD,Finance,High,56,55,60,48,5283,Low,Low,21,4,Low,2,84,95,Poor,4,3,Suboptimal
2924,38,25,Master,IT,High,75,79,48,78,6270,Low,Low,6,2,Medium,7,64,76,Good,1,4,Optimal
2925,58,15,PhD,Operations,Expert,75,97,97,94,5309,Medium,Expert,24,2,Medium,6,87,95,Excellent,4,1,Reassignment Required
2926,57,24,Diploma,HR,Low,85,65,44,69,2501,Medium,Expert,8,6,Critical,6,76,86,Average,3,3,Suboptimal
2927,40,24,Bachelor,HR,High,99,90,87,93,5688,Medium,Medium,26,4,Critical,2,61,72,Poor,5,4,Optimal
2928,48,5,PhD,Operations,Low,48,78,59,57,5136,Low,Medium,18,10,Medium,6,74,86,Poor,2,1,Reassignment Required
2929,55,12,Diploma,Operations,Expert,84,94,77,97,1019,Medium,Medium,7,4,Low,4,97,80,Average,0,0,Optimal
2930,32,3,PhD,HR,Low,99,71,85,83,2032,High,Medium,18,4,Medium,2,88,77,Average,3,0,Optimal
2931,33,22,PhD,R&D,Low,67,75,71,82,4274,Medium,Medium,1,4,Medium,4,82,88,Good,2,0,Suboptimal
2932,42,13,Bachelor,Finance,Expert,87,81,53,49,1747,High,Medium,28,2,Critical,5,77,76,Poor,1,2,Reassignment Required
2933,32,0,Master,Finance,High,72,96,81,84,8004,Low,High,24,4,High,2,73,87,Good,3,0,Suboptimal
2934,49,27,Master,Finance,Low,42,40,72,80,1967,Medium,High,25,6,Critical,5,91,97,Average,2,1,Optimal
2935,26,19,Diploma,Operations,High,90,88,63,87,4547,Medium,Low,14,9,Critical,7,65,97,Excellent,3,1,Optimal
2936,38,4,Diploma,HR,High,47,60,89,60,3798,Low,High,23,8,Low,3,87,90,Average,2,0,Optimal
2937,41,7,Diploma,R&D,Medium,89,52,32,61,4015,Medium,Expert,20,5,Medium,8,77,84,Average,1,0,Suboptimal
2938,33,11,Bachelor,HR,High,45,90,97,56,7605,High,Expert,7,5,High,3,94,88,Good,1,3,Optimal
2939,27,1,Master,HR,High,98,65,40,44,2804,Low,Expert,20,5,High,4,97,95,Good,1,4,Reassignment Required
2940,38,11,Diploma,R&D,Low,91,84,42,45,3023,High,Low,7,9,Critical,5,63,72,Average,1,0,Optimal
2941,40,4,Diploma,IT,High,97,48,79,49,9592,Low,High,4,9,Critical,5,90,99,Good,1,3,Suboptimal
2942,47,21,PhD,R&D,High,45,76,48,82,5432,High,Expert,25,3,Medium,2,70,85,Poor,5,1,Optimal
2943,53,4,PhD,IT,Medium,68,62,73,41,4324,High,High,5,8,Low,9,70,84,Good,2,0,Reassignment Required
2944,27,12,Diploma,Marketing,Medium,76,40,62,46,8163,High,Expert,23,6,Medium,3,88,74,Good,1,3,Reassignment Required
2945,57,8,PhD,IT,Low,51,41,67,85,2877,Medium,Medium,27,3,High,4,78,83,Excellent,3,3,Suboptimal
2946,59,9,PhD,Finance,Low,48,82,32,43,4675,Medium,High,24,4,Low,4,76,93,Excellent,3,4,Optimal
2947,32,0,PhD,Finance,Medium,80,67,94,76,7961,Medium,High,21,8,Critical,2,63,71,Excellent,1,1,Suboptimal
2948,54,29,Bachelor,R&D,Medium,88,75,64,58,1005,Medium,Expert,1,7,Critical,2,63,96,Poor,3,4,Reassignment Required
2949,45,2,Diploma,Finance,Expert,58,70,65,92,6533,Medium,High,20,7,High,7,71,73,Good,1,4,Suboptimal
2950,44,29,Diploma,Finance,High,56,80,67,67,9777,High,Medium,3,8,Medium,4,66,89,Good,5,4,Optimal
2951,36,17,PhD,Marketing,Low,93,44,68,59,6175,Medium,Expert,13,7,Low,2,80,82,Excellent,3,1,Optimal
2952,48,11,Bachelor,Finance,Low,87,76,54,99,4878,High,Medium,7,3,Medium,9,92,85,Poor,4,0,Reassignment Required
2953,32,28,PhD,Operations,High,83,64,93,69,4469,Low,Expert,6,9,Medium,7,96,99,Good,0,4,Reassignment Required
2954,38,2,Bachelor,Operations,High,71,47,42,81,5333,High,High,6,8,Medium,5,71,81,Good,3,2,Reassignment Required
2955,35,25,Diploma,Operations,Low,74,73,97,77,7633,Medium,Expert,2,7,Critical,4,66,96,Good,3,1,Reassignment Required
2956,48,24,PhD,IT,Medium,53,78,99,41,4093,Low,Low,16,6,High,6,74,74,Good,5,3,Reassignment Required
2957,39,28,Diploma,R&D,Medium,88,88,30,42,1857,Medium,Expert,6,7,Low,3,96,91,Poor,0,3,Optimal
2958,49,29,Bachelor,R&D,High,93,71,83,99,8618,Low,High,8,4,Low,3,68,94,Excellent,4,1,Optimal
2959,25,8,Master,HR,Low,55,97,38,86,8977,High,Medium,21,3,High,6,92,90,Excellent,0,3,Optimal
2960,28,25,Bachelor,Marketing,High,60,98,65,81,3550,Low,Medium,25,10,Low,6,97,81,Poor,3,1,Suboptimal
2961,56,1,Master,Operations,Medium,51,50,66,88,2225,Medium,Low,11,2,Low,8,75,95,Good,1,0,Suboptimal
2962,30,29,Diploma,Operations,Expert,99,86,88,78,9845,Low,Expert,18,3,Medium,9,90,77,Good,4,1,Reassignment Required
2963,29,2,Diploma,Finance,Expert,63,64,50,64,8453,High,Expert,23,11,Medium,5,74,74,Poor,3,0,Optimal
2964,38,13,PhD,Operations,Medium,73,42,49,41,8400,Low,Medium,6,11,High,9,61,72,Poor,1,1,Reassignment Required
2965,38,3,Master,Finance,High,47,84,30,78,5556,High,Medium,14,2,Low,4,72,91,Average,1,4,Optimal
2966,54,24,Bachelor,Finance,Expert,83,89,88,54,3717,Low,High,15,9,High,2,64,82,Poor,5,2,Optimal
2967,53,18,Diploma,HR,Medium,60,91,57,42,4392,High,Low,11,5,High,3,92,73,Good,4,0,Optimal
2968,29,12,Master,IT,Low,87,71,85,44,9154,High,Medium,27,7,High,9,91,90,Poor,3,2,Optimal
2969,40,6,Bachelor,Finance,High,47,91,38,93,7122,High,Expert,15,6,High,6,80,77,Excellent,2,3,Optimal
2970,59,11,Master,Finance,High,67,74,94,79,5528,High,Medium,13,9,Medium,9,61,96,Good,1,0,Optimal
2971,24,2,Bachelor,R&D,Expert,55,71,65,75,2081,Medium,High,6,11,Critical,8,95,96,Poor,5,3,Optimal
2972,26,22,Bachelor,HR,High,49,73,63,89,7639,High,Expert,4,8,High,4,92,73,Poor,0,4,Suboptimal
2973,34,22,Bachelor,Finance,Expert,91,76,61,90,8018,Medium,High,14,2,Low,2,70,76,Poor,2,4,Suboptimal
2974,52,8,Bachelor,Marketing,Expert,54,91,95,79,7105,High,High,13,9,Critical,8,82,72,Good,5,0,Reassignment Required
2975,37,1,Master,IT,Medium,43,44,54,94,5750,Low,High,10,5,Medium,3,97,73,Poor,0,0,Optimal
2976,53,28,Master,Marketing,Expert,65,84,80,77,3654,Low,Low,25,8,Critical,4,92,93,Poor,4,2,Reassignment Required
2977,43,21,PhD,Operations,Low,54,67,92,76,1155,Medium,Expert,22,4,Critical,3,99,77,Excellent,5,3,Suboptimal
2978,50,8,Master,IT,High,75,67,74,66,5296,Low,Expert,29,3,Medium,5,67,82,Average,1,2,Optimal
2979,43,11,Master,Operations,Expert,71,47,55,44,4069,High,High,12,2,High,8,95,82,Excellent,1,0,Suboptimal
2980,24,11,PhD,R&D,High,82,66,50,56,2963,Low,Low,24,11,Critical,3,95,78,Average,4,2,Suboptimal
2981,31,14,Master,Finance,Expert,77,55,80,77,5594,Medium,Medium,8,6,Medium,9,92,89,Excellent,1,0,Reassignment Required
2982,42,1,Bachelor,HR,Medium,43,57,53,84,8663,Low,Expert,20,4,Medium,5,88,95,Poor,5,1,Optimal
2983,37,17,Diploma,Marketing,Low,80,64,41,80,7303,Medium,Medium,5,4,Critical,5,90,89,Poor,2,3,Reassignment Required
2984,33,12,Diploma,Operations,High,48,97,40,95,7142,High,Expert,2,9,Medium,5,89,74,Good,5,4,Optimal
2985,23,13,PhD,Finance,Medium,74,87,56,51,4755,High,High,20,2,Critical,2,67,83,Good,2,4,Optimal
2986,45,4,Master,Marketing,High,94,40,52,81,1830,Low,Expert,12,3,Critical,7,85,74,Excellent,5,2,Optimal
2987,56,25,Master,Marketing,Medium,67,47,62,70,7574,Low,High,6,2,Medium,2,82,72,Excellent,4,4,Suboptimal
2988,51,9,PhD,R&D,Low,76,99,67,72,7121,Low,Expert,15,8,Medium,5,85,70,Average,5,1,Suboptimal
2989,51,11,Diploma,R&D,Expert,86,60,84,82,7074,High,High,18,5,Medium,4,97,79,Good,3,1,Reassignment Required
